id,name,start_date
4295903254.0,American Airlines Group Inc,09/12/2013
5000826364.0,Air Canada Pilots Association,
4295877891.0,Riken Corp,01/01/1927
4295880567.0,MINEBEA MITSUMI Inc,16/07/1951
5000987369.0,Mazzoleni SpA,01/01/1984
5082536644.0,Lifting Holdings BidCo Inc,28/04/2022
4295901450.0,TTM Technologies Inc,01/09/1999
5083485859.0,Magnifi Financial Credit Union,
4298441677.0,Francois-Charles Oberthur SAS,
5000729532.0,Credit Union of Southern California,01/01/1954
5044675310.0,Japan Ecosystem Co Ltd,26/11/1998
4295878549.0,Toyo Aluminum KK,07/04/1931
4298248470.0,Perfektup Ambalaj Sanayi Ve Ticaret As,
5076942085.0,Nielsen Consumer LLC,
4298270759.0,NoHo Partners Oyj,01/01/1996
4295880354.0,Create Restaurants Holdings Inc,01/05/1999
4295879828.0,Sekisui House Ltd,01/08/1960
5001097469.0,China Hainan Rubber Industry Group Co Ltd,29/03/2005
5035302980.0,HG Vora Capital Management LLC,01/01/2009
5074785486.0,Backe Entreprenor AS,01/01/1946
5037077256.0,Allegro Funds Pty Ltd,01/01/2004
4295876556.0,NIPPON PILLAR PACKING CO LTD,01/05/1924
5051760051.0,WoolOvers Group Ltd,30/12/2014
5049104561.0,OMPO Holding as,01/01/2015
4298302668.0,Cork Supply Portugal SA,01/01/1970
5083261335.0,Sun Village,14/02/2014
4296803611.0,Milchwerk Jaeger GmbH,
5080057607.0,Japan Platform of Industrial Transformation Inc,13/05/2020
4295878643.0,J Trust Co Ltd,18/03/1977
5040793466.0,Prosegur Australia Investments Pty Ltd,
5000038451.0,Ural Mining & Metallurgical Co JSC,20/10/1999
5044176735.0,Italian Wine Brands SpA,
4298262729.0,Aller Aqua AS,01/01/1996
5044828228.0,Howden Iberia Correduria de Seguros SA,
5083757298.0,DEBA consulting & management company GmbH,01/01/1960
4295890097.0,Lifco AB,01/01/1993
4297622678.0,Alterna Savings & Credit Union Ltd,01/01/1908
5064656453.0,Advocate Aurora Health Inc,01/01/1984
4296617518.0,Dossche Mills NV,
4295856281.0,Virgin Australia Holdings Ltd,31/08/2000
5083559247.0,TTC Holdings Inc,14/10/2022
4297253948.0,Alpex Protection SA,01/01/1998
5081056428.0,Procaps Group SA,01/01/1977
5083815609.0,En Ai Mu,25/01/2023
5082403997.0,Melco Automotive Solution Corp,01/04/2020
4296818456.0,Groupe Lactalis SA,19/10/1933
4295867701.0,Dom Security SA,01/01/1990
5066103818.0,Chenango United Way Inc,01/01/1948
4296830872.0,Fresh Express Inc,01/01/1926
4298178134.0,Tega Industries Ltd,15/05/1976
4296106807.0,Stena Recycling Oy,31/08/2005
4297082266.0,Clayton Dubilier & Rice LLC,01/01/1978
5083360126.0,Anton Holding II Oy,
4296443118.0,MultiCare Health System,
5083812442.0,Cosmo Holdings,27/12/2022
4295876406.0,Wakita & Co Ltd,04/05/1949
5074857621.0,STEF Italia SpA,
5083793510.0,C2MAC Group SpA,01/01/2021
4295880543.0,Marubeni Corp,
4295880637.0,JX Nippon Mining & Metals Corp,27/09/2002
4296810487.0,American Industrial Partners LP,01/01/1989
5001439237.0,Tokyo Institute of Technology,01/01/1929
4295874585.0,PT Pyridam Farma Tbk,01/01/1976
5040700237.0,Financial Planning Association of Australia Ltd,01/01/1992
5083484788.0,STM SpA,01/01/1976
5037838687.0,Blau Farmaceutica SA,01/01/1987
5040196243.0,Cooper Equipment Rentals Ltd,01/01/1972
4295872541.0,AGI Greenpac Ltd,01/01/1960
4295880604.0,Tokyu Corp,02/09/1922
5083152602.0,Toyo Holdings Co Ltd,28/09/2005
5076170372.0,Sanyo Industrial Co Ltd,24/03/1980
5000309003.0,OhioHealth Corp,
4295877744.0,Keisei Electric Railway Co Ltd,30/06/1909
4298315562.0,IA Hedin Bil AB,01/01/1985
4297983698.0,HSB Stockholm ek for,01/01/1923
4297201569.0,LGSS Pty Ltd,01/01/1997
4295895881.0,Coats Group PLC,01/01/1909
4295866709.0,Groupe Guillin SA,01/01/1972
5040276060.0,Isem Srl,01/01/1949
5039100854.0,Douglas Lake Equipment Ltd,01/01/1999
5040940031.0,Protector IP AS,01/01/1998
5035934738.0,Zhongding Europe GmbH,23/09/2008
5001299948.0,Gibault Inc,01/01/1921
5054556097.0,Natural Holdings,25/04/1983
4295880185.0,Meldia Development & Construction Co Ltd,01/10/1993
4297710272.0,Signal Partners Oy,01/01/2010
5035515162.0,Umang Commercial Co Pvt Ltd,19/04/1982
4295876468.0,Molitec Steel Co Ltd,01/05/1943
4295878817.0,SANKO MARKETING FOODS Co Ltd,01/09/1975
5083170874.0,Valencia KK,22/04/2022
4297595552.0,Sohar International Bank SAOG,04/03/2007
5044013967.0,Negosudarstvennyi pensionnyi fond BUDUSHCHEE AO,01/01/2004
5082057936.0,MIDAQ Industry AB,
5083530366.0,ThaiSri Insurance PCL,21/01/1953
5035466358.0,Demetra SpA,01/01/2018
5078353703.0,CIA Manufacturiere d Amnagements Interieurs,
5040195619.0,Knauf International GmbH,23/01/1998
4298000647.0,JESCO Holdings Inc,21/08/1970
4295880544.0,Kintetsu Group Holdings Co Ltd,01/06/1944
5037358466.0,Pacific Crest Federal Credit Union,01/01/1936
5028834308.0,Homchick Smith & Associates PLLC,01/01/1934
4297980209.0,Kushner Cos,01/01/1954
5082423364.0,Business Succession Organization Co Ltd,01/11/2018
5042950581.0,NIPPON MOLYMER Co Ltd,01/07/1980
5081361060.0,Meiho Extech Inc,
4298186205.0,Matsuo Industries Inc,01/04/1948
5040240759.0,Envipro Holdings Inc,21/05/2010
5040193446.0,Furuta Seika,01/08/1952
5039685105.0,Tenrijihosha Co,26/04/1940
5083788514.0,Hokkaido Sapporo Lion,
4295880409.0,Idemitsu Kosan Co Ltd,20/06/1911
5020345427.0,Topaz Energy Corp,13/10/2006
5082497825.0,Schemaquarantatre SpA,06/04/2022
5001395959.0,Syracuse Label & Surround Printing,01/01/1967
5044753873.0,Saria Nederland BV,
5000490748.0,Friulia Veneto Sviluppo SGR SpA,
5040049250.0,Cooper University Health Care LLC,
5001221668.0,SavATree LLC,01/01/1978
4295904182.0,HNI Corp,01/01/1944
4296320216.0,Ishida Co Ltd,
4295903886.0,EastGroup Properties Inc,01/01/1969
4295880509.0,The Hachijuni Bank Ltd,01/08/1931
5036209709.0,Daio Package Corp,04/09/1982
5083680946.0,Kunai Holdings,
5082511391.0,Katsulon Co Ltd,10/06/1949
5001268018.0,Colorado Credit Union,01/01/1973
5037998982.0,E Cohen & Co,
4295879371.0,SPK Corp,01/01/1917
4295877487.0,Sundrug Co Ltd,08/04/1965
5000038376.0,Fukuoka Financial Group Inc,02/04/2007
4298518705.0,Aekyung Asset Management Co Ltd,09/06/1954
4295895044.0,Marks & Spencer Group PLC,
4295880344.0,Daikin Industries Ltd,25/10/1924
4295868407.0,Groupe SFPI SA,01/01/1994
5080202551.0,Virtus LLC,01/01/2013
5037637275.0,WestStar Credit Union,01/01/1975
5034837855.0,Green Landscaping Group AB,01/01/2009
4296605082.0,Gennaro Auricchio SpA,
5083697720.0,Affinity Financial Services Pty Ltd,
5083796721.0,CSE Crosscom USA Inc,
5068933357.0,Ferrovial International SE,
4295879776.0,ARDEPRO Co Ltd,01/03/1988
4296322184.0,Kashiwabara Corp,01/03/1949
4295880167.0,NIDEC Copal Electronics Corp,01/04/1967
4295877208.0,Takashima & Co Ltd,01/10/1915
5037612462.0,Habataki Shinyo Kumiai,01/09/1953
4295904011.0,Flowserve Corp,01/01/1997
4295859790.0,Tupy SA,09/03/1938
5051392240.0,Gilman Cheese Corp,
5050655936.0,Marcegaglia Specialties SpA,
5080514969.0,Veridis Environment Energy & Services Ltd,01/01/1993
5064665684.0,KLX Energy Services Holdings Inc,01/01/2018
5080193927.0,Ogic Group Corp,02/09/1976
4296367507.0,Italfarmaco SpA,31/12/1938
4295877548.0,Rengo Co Ltd,12/04/1909
4295880028.0,Sugita Ace Co Ltd,11/09/1948
5083173440.0,Anzen Taxi Yugen Kaisha,01/07/1970
4295880498.0,The Bank of Yokohama Ltd,16/12/1920
5052964396.0,Studenac doo,01/01/1991
5063196140.0,WestRock Co,25/01/2018
4297266316.0,Alaska USA Federal Credit Union,
4295876363.0,Kitakei Co Ltd,01/12/1959
5035454200.0,Corix Infrastructure Inc,01/01/2006
5035303203.0,Sanoyas Holdings Corp,03/10/2011
5052134882.0,DMJ & Co PLCC,01/01/1949
5053433421.0,Instalco AB,01/01/2014
4296094729.0,Verlagsgruppe Random House GmbH,01/01/1968
5044679692.0,Toa Kotsu,01/08/1950
4297706045.0,Hokkaido Nissan Motor Co Ltd,01/02/1947
5036177300.0,NSM Coil Center Co Ltd,01/10/2011
5083750474.0,TAG Holdings,
4295879249.0,Sanko Sangyo Co Ltd,01/05/1951
4295890547.0,Zuger Kantonalbank,
5000938373.0,Nagaoka International Corp,10/10/1934
5083452556.0,Watarase Onsen,01/01/1989
5083470391.0,Nueoil Energy Ltd,09/03/2022
4295956436.0,JM Huber Corp,
5083656517.0,Mettler-Toledo Management Holding Deutscheland GmbH,01/01/1996
4297220669.0,Asahi Logistics Corp,01/01/1945
5063253890.0,Midori Holdings,06/07/1963
5063761174.0,Kubota Holdings Europe Bv,20/07/2017
5083445845.0,KCoe Isom LLP,01/01/2015
5083630040.0,M2 Capital Partners UK Ltd,
5083831625.0,Galileo Parent Inc,
5079239044.0,Bia Coffee Investments SL,
5082523499.0,Gakko Hojin Seikei Gakuen,01/01/1964
4295876805.0,Anabuki Kosan Inc,25/05/1964
4295881143.0,LX INTERNATIONAL CORP,01/11/1953
4295880180.0,DAIICHI KOUTSU SANGYO Co Ltd,01/09/1964
4296087405.0,General Motors Espana SL,01/01/1979
5083646987.0,Hokkaido Confect Group,
5046293748.0,Muku Style Kenchiku Sekkei,01/06/2002
5000025582.0,Watanabe Pipe Co Ltd,08/12/1953
5076077988.0,Inclusive Capital Partners LP,08/05/2020
4295860299.0,Diagnosticos da America SA,01/01/1961
4295877916.0,Sankyo Seiko Co Ltd,15/05/1920
4295862202.0,Student Transportation Inc,01/01/1997
5083363514.0,Saipad Industrial Investment Co LLC,
4295894878.0,Vistry Group PLC,01/01/1965
5071161113.0,PHM Finland Oy,
5060037393.0,National Paints Holdings Ltd,01/01/1970
5043951235.0,Eagle Chemicals Group,01/01/1958
4295877265.0,Chikuho Bank Ltd,23/12/1952
4297541203.0,Fleury SA,01/01/1926
4295866297.0,Sixth of October Development & Investment Co SAE,01/01/1996
4295894627.0,Inchcape PLC,01/01/1959
4295890480.0,Addtech AB,22/08/2001
5044525268.0,Tre Zeta Group SpA,01/01/1970
5067938253.0,Sanoat Energetika Guruhi JV LLC,01/06/2017
4295881311.0,Geumhwa Plant Service& Construction Co Ltd,13/05/1981
4295878217.0,The San-in Godo Bank Ltd,01/07/1941
5000060210.0,Yoshimura Food Holdings KK,18/03/2008
4296320123.0,Usami Koyu Corp,01/07/1950
4295889457.0,Bodegas Riojanas SA,17/02/1930
5060581916.0,SCGP Solutions (Singapore) Pte Ltd,
4295875664.0,Italmobiliare SpA,13/09/1946
5036798801.0,Lsab Group AB,01/01/1976
5004506242.0,RMBL Holdings Pty Ltd,
4297618588.0,Pursuit Aerospace,01/01/2023
5073642366.0,F&C Holdings Co Ltd,01/10/1948
5046035856.0,Kintek Srl,
5082084258.0,Beauty & Healthcare News Inc,01/08/1999
4295880552.0,Iwatani Corp,05/05/1930
4295877272.0,Misumi Co Ltd,02/02/1959
5082516488.0,Shippio Inc,01/06/2016
5056435302.0,Godo Kaisha Shioi Kosan,30/11/1987
4295884130.0,Malaysia Building Society Bhd,17/03/1970
5082593317.0,ROCKY-ICHIMARU Co Ltd,01/11/1978
4295879210.0,placo Co Ltd,17/08/1960
5079894700.0,Griffin Highline Capital LLC,01/01/2020
5042216949.0,Vulcan Steel Ltd,02/06/1995
4297515107.0,HEICO Electronic Technologies Corp,01/01/1996
5083450083.0,FYiHealth Group,
5045953119.0,Ceramiche Moma - SpA,
5000233760.0,Cryovac International Holdings Inc,
5000859568.0,Cuatrecasas Goncalves Pereira Slp,01/01/1917
5000000997.0,Sumitomo Corp,24/12/1919
5001164377.0,LOLC Finance PLC,01/01/2001
5064637947.0,Sandstorm Gold Ltd,01/01/2007
5080027049.0,Delta Israel Brands Ltd,07/09/2020
5074640429.0,Anabuki Kensetsu Kogyo,23/05/2002
4295877998.0,CI TAKIRON Corp,10/10/1919
5037660980.0,Komatsu Kosan,20/10/1979
5046308438.0,Kageyama ironworks Co Ltd,01/07/1947
5037854576.0,Sanki Service Corp,11/07/1977
4295876206.0,Daiwa Motor Transportation Co Ltd,13/09/1939
4296353215.0,Osaka Bus Co Ltd,25/09/2001
5038915059.0,Intercontinental Exchange Inc,06/03/2013
5035734227.0,Franchise Group Inc,01/01/2010
4296274621.0,Protective Industrial Products Inc,01/01/1984
5053128369.0,Global Infrastructure Solutions Inc,01/01/2017
5039716836.0,HEST Australia Ltd,01/01/1987
5001310180.0,Hoosier Hills Credit Union,01/01/1969
4295889301.0,Azkoyen SA,09/04/1976
4296638298.0,Lyreco SAS,01/01/1926
4298170016.0,Hager SE,01/01/1955
4295885141.0,MHM Automation Ltd,
4298158373.0,Macfarlane Group UK Ltd,20/04/1982
4295876861.0,Daiwa House Industry Co Ltd,04/03/1947
4295880123.0,Sanei Architecture Planning Co Ltd,29/09/1993
5073354385.0,Tanaka Ai Holdings,01/03/2017
5045866620.0,Spear Point Capital Management LLC,01/01/2013
4295872420.0,Tata Steel Ltd,26/08/1907
4298181420.0,Fujikura Dia Cable Ltd,26/01/2005
4295893610.0,Mondi Tire Kutsan Kagit ve Ambalaj Sanayi AS,
4295877402.0,Alconix Corp,01/07/1981
4295899319.0,Sirva Inc,29/03/1998
5054502770.0,M3 Insurance Solutions Inc,01/01/1968
4298234434.0,ICoP SpA,01/01/1920
5045187247.0,Cavallari Srl,
4296608220.0,BDO Canada LLP,01/01/1921
5046266006.0,C-A-L Ranch Stores Inc,01/01/1959
5044251782.0,Osm Maritime Group As,01/01/1989
5044029972.0,St. Lawrence Federal Credit Union,
5044763739.0,Egikor SA,01/01/1985
5083670025.0,AIDMA No. 2 Investment Business LLP,27/07/2021
5047646109.0,Buruken Higashi Nihon,08/07/2005
4298072706.0,Sanwa Energy Co Ltd,22/12/1967
5064636675.0,Buruken West,29/05/2014
5039696577.0,Captain-Yu Co Ltd,07/07/1995
4295878353.0,V Technology Co Ltd,16/10/1997
4295899666.0,Daikin Comfort Technologies North America Inc,01/01/1982
5065319857.0,Duell Oyj,01/01/1983
4296027912.0,Inter Primo A/S,
4295895114.0,Renold PLC,
5037992882.0,International Chemical Investors SE,01/01/2004
5083791658.0,BCCA,
4295879095.0,Niitaka Co Ltd,01/04/1963
5035489106.0,SANWA GENERAL CONTRACTOR Inc,15/05/1947
4298015238.0,Vestum AB,01/01/2000
5083433665.0,Catalyst Top Parent Inc,
5001363957.0,Profed Federal Credit Union,01/01/1933
5040249221.0,Icape Holding SAS,01/01/1999
5083452541.0,Sitra Group,31/03/1962
5083501394.0,a Hartrodt Deutschland Gmbh & Co,
5042366820.0,ATIS Elevator Inspections LLC,01/01/2012
5080517810.0,YAMAE GROUP HOLDINGS Co Ltd,27/04/1950
4295876559.0,TIS Inc,28/04/1971
5063311584.0,Techbond Group Bhd,01/01/1996
4295861769.0,Telus Corp,04/10/1990
5059998878.0,Nutrien Ltd,02/06/2017
4296015654.0,Amiquar SA,01/01/1990
5083663624.0,Eniwa Holdings,
4295904618.0,Newmont Corp,01/01/1916
4298186895.0,Miyazaki Toyota Jidosha,26/12/1942
4298521741.0,Amron Corp,01/04/1948
4295863184.0,B2Gold Corp,30/11/2006
5039695171.0,Meiho Engineering Inc,25/07/1981
5082479016.0,Casa Avenida Comercio E Importacao Sa,31/01/1970
4295879667.0,Forval Corp,18/09/1980
5037944297.0,Aegea Saneamento e Participacoes SA,01/01/2010
4295859111.0,Mayr-Melnhof Karton AG,01/01/1905
5078361408.0,Eligo Srl,01/01/2016
4295870643.0,Attica Holdings SA,01/01/1918
4295897722.0,Paypoint PLC,01/01/1996
4295890237.0,Arbona AB,01/01/1997
4295880150.0,Nakanishi Inc,01/02/1930
5034821789.0,Profura AB,
4296633925.0,Eurofarma Laboratorios SA,01/01/1972
5046282355.0,Goller Bogl GmbH,01/01/1989
5040240849.0,ERI Holdings Co Ltd,02/12/2013
4296356574.0,Japan Patent Information Organization,01/08/1985
4295882799.0,Gulf Bank KSCP,01/01/1960
5000767472.0,National Federation of Agricultural Cooperative Association,30/03/1972
4295877728.0,Keio Corp,01/06/1948
5083470295.0,Yamagata Class,12/09/2022
4298063793.0,Balmoral Funds LLC,01/01/2005
4295856249.0,Washington H Soul Pattinson & Co Ltd,21/01/1903
5082536617.0,Moose Bidco Inc,
5074560686.0,TC Traders Club SA,01/01/2016
5000566695.0,Wipro Pari Pvt Ltd,01/01/1990
4295881696.0,Daechang Forging Co Ltd,01/01/1981
5035397007.0,Sdiptech AB,01/01/2004
4295870242.0,Private Assets AG,
5083757072.0,Gawthrop Greenwood PC,01/01/1904
4296693094.0,Sacmi Cooperativa Meccanici Imola SC,
5044753355.0,Ipsilon SARL,01/01/2015
5056627568.0,Boys & Girls Clubs of Metro Los Angeles,15/12/2015
5039193518.0,OSAKA TOYOPET Corp,01/09/1946
4295876726.0,TTK Co Ltd,01/02/1955
5000030092.0,ArcelorMittal SA,01/01/1989
4295879396.0,Tanaka Co Ltd,01/10/1950
5083639595.0,1000355080 Ontario Inc,
4295883455.0,Oriental Holdings Bhd,24/12/1963
5083360999.0,VAALCO Energy Canada ULC,
5050914702.0,iBank Marketing Co Ltd,01/04/2016
4295899858.0,LKQ Corp,01/01/1998
4298180106.0,Chubu Ryutu Co Ltd,04/05/1973
5000016139.0,Augment Investments Ltd,10/02/2003
5083154248.0,CCCC Central South Engineering Bureau Co Ltd,
4295869209.0,Deutsche Beteiligungs AG,01/01/1965
5000011468.0,Watahan & Co Ltd,18/02/1949
4295916183.0,Provident Financial Services Inc,01/01/1997
5057776951.0,Madison Estates Sotheby's International Realty,01/01/1953
4298258728.0,Instituto Hermes Pardini SA,01/01/1959
5001450268.0,Keyinvest Ltd,
4296146100.0,Die Pfaudler GmbH,
4295932944.0,Dinsmore & Shohl LLP,01/01/1908
5039656592.0,Stratus Packaging SAS,06/03/1992
5052508927.0,Angus Energy PLC,01/06/2015
5083680731.0,Yugen Kaisha CS Network,12/02/1997
5083363443.0,Becketts Bidco Ltd,
5083444206.0,Voyager Co Ltd,03/08/2022
4298025339.0,BRUNO Inc,30/11/1995
5067505426.0,RVM Versicherungsmakler GmbH & Co KG,01/01/1985
4295880148.0,Mipox Corp,21/11/1925
4295876272.0,Hokuriku Electrical Construction Co Ltd,01/10/1944
4295880751.0,Nisso Pronity Co Ltd,01/09/1983
5037959316.0,SSC Security Services Corp,13/02/2020
4295896938.0,Aferian PLC,01/01/1997
5042936700.0,Grove Inc,05/11/2018
4296896513.0,Bentley Systems Inc,01/01/1984
4295895858.0,Weir Group PLC,
5040047599.0,Allegion PLC,01/01/2013
5000588842.0,Reworld Media SA,10/06/2012
5081325679.0,Arogo Capital Acquisition Corp,
5051776697.0,Merit Financial Group LLC,01/01/1998
5000071049.0,Taiho Pharmaceutical Co Ltd,01/06/1963
5080193291.0,Ankh Capital Inc,30/11/2020
4295873277.0,Grindwell Norton Ltd,01/01/1941
5067584715.0,Fortress Brand,01/01/2012
5052509770.0,Bronze Properties SARL,
4295889089.0,Reunert Ltd,
4295903841.0,Leonard DRS Inc,01/01/1968
4295859376.0,Galapagos NV,01/01/1999
4295889910.0,BE Group AB,
5083172114.0,Smart 4 Engineering,
5081399781.0,Stelrad Group PLC,08/10/2021
4295859463.0,Care Property Invest NV,30/10/1995
4295866534.0,Digia Oyj,01/01/1990
5040957058.0,Al Gihaz Holding Co,01/01/1975
5083347576.0,Continental Battery Systems Inc,01/01/1932
4296977646.0,Arcona Property Fund Nv,
5052142840.0,Autosports Group Ltd,01/01/2006
5001190602.0,Alteo Energiaszolgaltato Nyrt,19/03/2008
4297132766.0,Dermapharm AG,
4297298887.0,Vinci Airports SAS,31/03/2013
4296519159.0,Ava Risk Group Ltd,01/01/1994
5025431136.0,TenPearls LLC,01/01/2004
5043812089.0,WSP Group Holdings Ltd,14/09/2011
5083405509.0,Sustainable Tourist Enterprises Falasarna Stock Company JSC,
5046653970.0,SiteOne Landscape Supply Inc,01/01/2001
5006125813.0,Edmunds & Associates Inc,01/01/1972
5052512898.0,Technical Plast Srl,
5001225451.0,Quest Global Services Pte Ltd,01/01/1997
5046050363.0,Purple Innovation Inc,19/05/2015
5071547210.0,Aurionpro Fintech Inc,01/01/1970
5079235403.0,PT Dompet Karya Anak Bangsa,
4297065060.0,Egyptians For Housing Development & Reconstruction Co SAE,01/01/1986
4297233927.0,Fang Holdings Ltd,18/06/1999
5069409170.0,Tetra Tech UK Holdings Ltd,17/08/2006
5034752894.0,Sebastiani Ventures Corp,04/01/2011
5035774320.0,Xylem Inc,01/01/1995
5083485924.0,Faubourg Brewing Co LLC,
5083496656.0,Shenzhen Zhongjiyingfeng Investment Co Ltd,
5055421994.0,Netco Group SAS,
5042934794.0,Easyhotel PLC,12/05/2014
5081387265.0,Mountain Crest Acquisition Corp V,08/04/2021
4297449138.0,Maped SAS,01/01/1946
4295129815.0,Culligan Group,01/01/1963
5036178957.0,Macquarie Asset Management Pty Ltd,10/12/1969
4296687365.0,Empark Aparcamientos y Servicios SA,29/07/1986
4297038604.0,Learningmate Solutions Pvt Ltd,01/01/2001
5079894902.0,Azerion Group NV,01/01/2014
5083655469.0,Shanghai Xiaolai Science & Trade Co Ltd,
5073343366.0,Storskogen Group AB,01/01/2012
5000058790.0,Allianz Real Estate GmbH,01/01/2007
5082068063.0,B-Hive Engineering SAS,
5050912390.0,Foxconn Interconnect Technology Singapore Pte Ltd,
5081184024.0,Azelis Group NV,01/01/2001
5067484863.0,Habyt GmbH,01/01/2017
4295872942.0,KLRF Ltd,16/12/1961
5073623934.0,The Kerala State Co-Operative Bank Ltd,29/11/2019
5081482868.0,ProFrac Holding Corp,01/01/2016
5064651295.0,Clear Blue Technologies International Inc,10/11/2014
5083814525.0,Sana Kisan Bikas Laghubitta Bittiya Sanstha Ltd,06/07/2001
5083860161.0,Ev Cargo,
5059940736.0,Anton Groep BV,01/01/2007
5001380593.0,Securityplus Federal Credit Union,01/01/1938
4295898704.0,MP Evans Group PLC,06/04/1981
4296802989.0,HAL Investments BV,01/01/1989
5084096045.0,Where Relationships Matter Group LLC,
5035533607.0,Pessl Instruments GmbH,01/01/1984
5059925851.0,EP Power Europe AS,
5043461973.0,USD Partners LP,05/06/2014
5042270034.0,New Wave Capital Ltd,
4295882463.0,Sonid Inc,22/12/1999
4295873637.0,MosChip Technologies Ltd,01/01/1999
5079142795.0,Callodine Group LLC,01/01/2018
5034843991.0,Okamoto Co Ltd,03/07/1971
5083482567.0,Yahata Sanso Center,01/01/2016
4295893420.0,Bank Of Ayudhya PCL,27/01/1945
5001443161.0,Dymon Asia Capital (Singapore) Pte Ltd,01/01/2008
5065360908.0,Vertex Corp,01/04/2011
4298194326.0,Yanagi Metals Industrial Co Ltd,01/04/1968
5001203517.0,Cosmos Aluminium SA,26/10/2006
5064608142.0,AL-KO Vehicle Technology Group GmbH,
5071539494.0,Acclime Hong Kong Ltd,
5083423755.0,Virtue Diagnostics do Brasil Participacoes Ltda,
5083478919.0,Delta Corp Holdings Ltd,
4295904914.0,Sherwin-Williams Co,
4295862502.0,Firan Technology Group Corp,01/01/1983
4295890620.0,Holcim AG,01/01/1912
4295917185.0,JD Orgochem Ltd,05/10/1973
5083417758.0,NAKAMURA,
4295877528.0,Daiwabo Information System Co Ltd,08/04/1982
4296073763.0,Satake Corp,
4297871840.0,CHIeru Co Ltd,01/10/1997
4295880253.0,Toabo Corp,08/02/1922
5081171167.0,YAMADA Environmental Resources Development Holdings Co Ltd,02/03/2020
